,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1482,"University Of Washington, Seattle (UW)",English,MS,F11,,E-mail,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,"All application materials have been received, my file is complete, and ""most applicants can expect an admissions decision in March."""
1483,University Of South Florida,Communication,PhD,F11,Accepted,Phone,"(31, 1, 2011)",1296460800,,,,,,,,"(31, 1, 2011)",1296460800,
1484,"University Of Washington, Seattle",Biostatistics,PhD,F11,Accepted,E-mail,"(31, 1, 2011)",1296460800,,,,,,,International,"(31, 1, 2011)",1296460800,
1485,University Of North Carolina At Chapel Hill,American History,PhD,F11,Accepted,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(31, 1, 2011)",1296460800,Accepted with full funding and nomination for university fellowship.
1486,West Virginia University (WVU),Geograph,MS,F11,Accepted,Postal Service,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,Letter sent 1/27/2011.  GTAships are usually made in early February
1487,University Of Pennsylvania (UPenn),Computer Science,MS,F11,Accepted,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(31, 1, 2011)",1296460800,
1488,"University Of California, San Diego (UCSD)",Computer Science,MS,F11,Accepted,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(31, 1, 2011)",1296460800,
1489,University Of Rhode Island,Clinical Psychology,PhD,F11,Interview,E-mail,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,Interviews on 2/28
1490,Pennsylvania State University (Penn State),Mechanical And Nuclear Engineering,PhD,F11,Accepted,E-mail,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,Invited to visit end of February and seperate email with funded TA position for one year.
1491,North Carolina State University (NCSU),Sociology,PhD,F11,Accepted,E-mail,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,
1492,Case Western Reserve University (CWRU),Clinical Psychology,PhD,F11,Interview,E-mail,"(31, 1, 2011)",1296460800,,,,,,,,"(31, 1, 2011)",1296460800,
1493,"University Of Illinois, Urbana Champaign",Accounting,PhD,F11,Wait listed,E-mail,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,
1494,"University Of California, Davis (UCD)",Biomedical Engineering,PhD,F11,Accepted,E-mail,"(25, 1, 2011)",1295942400,,,,,,,American,"(31, 1, 2011)",1296460800,
1495,"Long Island University, Brooklyn Campus",Health Sciences,MS,F11,Accepted,Phone,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,I called the graduate admissions office and was told that I was recently admitted :)
1496,Pennsylvania State University,Civil And Environmental Engineering (Environmental),MS,F11,Rejected,E-mail,"(31, 1, 2011)",1296460800,9.0,800.0,490.0,3.5,False,,International,"(31, 1, 2011)",1296460800,
1497,University Of Kansas,Counseling Psychology,PhD,F11,Rejected,E-mail,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,
1498,"University Of California, Berkeley (UCB)",Computer Science,PhD,F11,Interview,Phone,"(31, 1, 2011)",1296460800,,,,,,,International,"(31, 1, 2011)",1296460800,"Applied in theory. General discussion about future plans, interests, etc;"
1499,New York University (NYU),Linguistics,PhD,F11,Interview,E-mail,"(30, 1, 2011)",1296374400,,,,,,,International,"(31, 1, 2011)",1296460800,
1500,New York University (NYU),Linguistics,PhD,F11,Interview,E-mail,"(31, 1, 2011)",1296460800,,,,,,,International,"(31, 1, 2011)",1296460800,
1501,"University Of Michigan, Ann Arbor",Classics IPGRH,PhD,F11,Interview,E-mail,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,First news I've gotten.  YAY.
1502,University Of Southern California (USC),Linguistics,PhD,F11,Accepted,E-mail,"(27, 1, 2011)",1296115200,,,,,,,International,"(31, 1, 2011)",1296460800,
1503,Stanford University,Management Science And Engineering (MS&E),PhD,F11,Interview,Phone,"(19, 1, 2011)",1295424000,,,,,,,International,"(31, 1, 2011)",1296460800,
1504,University Of Southern California (USC),Civil & Environmental Engineering (CEM),MS,F11,Accepted,Postal Service,"(31, 1, 2011)",1296460800,,,,,,,International,"(31, 1, 2011)",1296460800,Received an official letter from USC.
1505,University Of Wisconsin- Madison,Genetics,PhD,F11,Interview,E-mail,"(31, 1, 2011)",1296460800,,,,,,,International,"(31, 1, 2011)",1296460800,Can't believe it...
1506,University Of Central Florida (UCF),ECE Electrical Engineering,PhD,F11,Accepted,E-mail,"(20, 1, 2011)",1295510400,,,,,,,International with US Degree,"(31, 1, 2011)",1296460800,"To the computer engineering person, do you know when will the financial results come out?"
1507,University Of Central Florida,Computer Engineering,PhD,F11,Accepted,E-mail,"(31, 1, 2011)",1296460800,,,,,,,International,"(31, 1, 2011)",1296460800,no finacial assistant mentioned
1508,"University Of Oregon, Eugene",Developmental Psychology,PhD,F11,,Phone,"(18, 1, 2011)",1295337600,,,,,,,American,"(31, 1, 2011)",1296460800,invitation to interview weekend 2/4 - 2/6
1509,University Of Washington At Seattle,Developmental Psychology,PhD,F11,,E-mail,"(14, 1, 2011)",1294992000,,,,,,,American,"(31, 1, 2011)",1296460800,invitation to interview weekend 2/11 - 2/13
1510,University Of Chicago,Developmental Psychology,PhD,F11,,Phone,"(21, 1, 2011)",1295596800,,,,,,,American,"(31, 1, 2011)",1296460800,invited for interview visit 2/14 and 2/15
1511,University Of Southern California (USC),Financial Engineering,MS,F11,Accepted,Postal Service,"(31, 1, 2011)",1296460800,,,,,,,American,"(31, 1, 2011)",1296460800,
1512,"Colorado State University,Fort Collins",Biochemistry & Molecular Biology,PhD,F11,Interview,E-mail,"(29, 1, 2011)",1296288000,,,,,,,International,"(31, 1, 2011)",1296460800,
1513,Ohio State University (OSU),Art History,PhD,F11,Interview,E-mail,"(31, 1, 2011)",1296460800,,,,,,,International with US Degree,"(31, 1, 2011)",1296460800,
1514,University Of Toronto,Electrical And Computer Engineering,MS,F11,Interview,E-mail,"(24, 1, 2011)",1295856000,,,,,,,International,"(31, 1, 2011)",1296460800,
1515,"University Of California, Merced",Mechanical Engineering And Applied Mechanics,PhD,F11,Accepted,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(31, 1, 2011)",1296460800,
1516,University Of Chicago,Mathematics,PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,,,,,,,International with US Degree,"(31, 1, 2011)",1296460800,So relieved.
1517,University Of Chicago,Mathematics,PhD,F11,Accepted,E-mail,"(31, 1, 2011)",1296460800,,,,,,,International with US Degree,"(31, 1, 2011)",1296460800,
1518,University Of Nebraska Lincoln,Counseling Psychology,PhD,F11,Rejected,Postal Service,"(29, 1, 2011)",1296288000,,,,,,,American,"(31, 1, 2011)",1296460800,
1519,Yale University,European History,PhD,F11,Rejected,Other,"(30, 1, 2011)",1296374400,3.63,710.0,730.0,5.0,False,,Other,"(31, 1, 2011)",1296460800,Unofficial from an inside contact. N.b. I have a very well regarded Masters degree.
1520,University Of North Carolina (UNC),Chemistry,PhD,F11,Accepted,E-mail,"(3, 1, 2011)",1294041600,,,,,,,American,"(31, 1, 2011)",1296460800,
1521,Cornell University,Chemistry,PhD,F11,Accepted,E-mail,"(27, 1, 2011)",1296115200,,,,,,,American,"(31, 1, 2011)",1296460800,
1522,Pennsylvania State University (Penn State),Astronomy,PhD,F11,Accepted,Phone,"(29, 1, 2011)",1296288000,,,,,,,American,"(31, 1, 2011)",1296460800,
1523,University Of Virginia (UVA),Astronomy,PhD,F11,Accepted,Phone,"(26, 1, 2011)",1296028800,,,,,,,American,"(31, 1, 2011)",1296460800,
1524,"University Of Texas, Austin (UT Austin)",Astronomy,PhD,F11,Accepted,Phone,"(13, 1, 2011)",1294905600,,,,,,,American,"(31, 1, 2011)",1296460800,
1525,Ohio State University (OSU),Astronomy,PhD,F11,Accepted,Phone,"(11, 1, 2011)",1294732800,,,,,,,American,"(31, 1, 2011)",1296460800,
1526,University Of Maryland At College Park,Master In Public Policy (MPP),MS,F11,Accepted,E-mail,"(24, 1, 2011)",1295856000,3.97,640.0,700.0,,False,,American,"(31, 1, 2011)",1296460800,
1527,"University Of California, Irvine (UCI)",Physics,PhD,F11,Accepted,E-mail,"(7, 1, 2011)",1294387200,,,,,,,American,"(31, 1, 2011)",1296460800,
1528,Ohio State University (OSU),Molecular Genetics,PhD,F11,Interview,E-mail,"(16, 12, 2010)",1292486400,,,,,,,American,"(31, 1, 2011)",1296460800,Interview Feb 3-4
1529,"Indiana University, Bloomington (IUB)",Public Health (Health Behavior),PhD,F11,Accepted,Postal Service,"(29, 1, 2011)",1296288000,,,,,,,American,"(31, 1, 2011)",1296460800,Informal acceptance via e-mail on 1/27/2011. Acceptance via postal letter on 1/29/2011.
1530,"University Of California, Davis (UCD)",Mechanical And Aeronautical Engineering,MS,F11,Accepted,E-mail,"(27, 1, 2011)",1296115200,,,,,,,American,"(31, 1, 2011)",1296460800,Seems early but no word on funding
1531,"University Of Illinois, Urbana Champaign (UIUC)",East Asian Languages And Civilizations (EALC),PhD,F11,Accepted,Phone,"(30, 1, 2011)",1296374400,3.72,660.0,700.0,5.0,False,,American,"(31, 1, 2011)",1296460800,"Phone call from Zongqi Cai, number 1 on list and up for distinguished university fellowship! made my weekend"
1532,University Of Wisconsin- Madison,Political Science (IR),PhD,F11,Accepted,Postal Service,"(29, 1, 2011)",1296288000,,,,,,,International with US Degree,"(31, 1, 2011)",1296460800,"Received no phone call or email, just a letter dated 1/27, with full funding"
1533,Northwestern University,Anthropology,PhD,F11,Interview,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(30, 1, 2011)",1296374400,
1534,University Of Michigan,Ecology And Evolutionary Biology,PhD,F11,Interview,E-mail,"(19, 1, 2011)",1295424000,,,,,,,American,"(30, 1, 2011)",1296374400,
1535,"University Of Maryland, College Park (UMD)",Linguistics,PhD,F11,Interview,Phone,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,
1536,Pennsylvania State University,Sociology,PhD,F11,Accepted,Phone,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,
1537,McGill University,Clinical Psychology,MS,F11,Interview,E-mail,"(27, 1, 2011)",1296115200,,,,,,,International,"(30, 1, 2011)",1296374400,Invite for in-person interview
1538,Northwestern Univ.,Language And Communicative Disorders,PhD,F11,Interview,E-mail,"(27, 1, 2011)",1296115200,3.1,630.0,760.0,5.5,False,,American,"(30, 1, 2011)",1296374400,
1539,University Of Kentucky,Statistics,MS,F11,Accepted,E-mail,"(13, 12, 2010)",1292227200,3.74,530.0,770.0,5.0,False,,American,"(30, 1, 2011)",1296374400,
1540,"University Of Illinois, Urbana Champaign (UIUC)",Psychology (Cognitive),PhD,F11,Accepted,Postal Service,"(29, 1, 2011)",1296288000,,,,,,,American,"(30, 1, 2011)",1296374400,Official acceptance letter
1541,University Of Pittsburgh,Political Science,PhD,F11,Wait listed,Postal Service,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,"American Politics.  Letter dated 1/25, postmarked 1/26"
1542,University Of Mississippi,Clinical Psychology,PhD,F11,Interview,E-mail,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,"""among the very top applicants"" omg!!"
1543,New York University (NYU),Linguistics,PhD,F11,Interview,E-mail,"(30, 1, 2011)",1296374400,,,,,,,International,"(30, 1, 2011)",1296374400,
1544,Washington State University-Pullman,English (Composition & Rhetoric),MS,F11,,Postal Service,"(30, 1, 2011)",1296374400,3.85,,,,,,American,"(30, 1, 2011)",1296374400,"My file is complete and in review, will hear back in March regarding decisions."
1545,Stanford University (Biosciences),Neuroscience,PhD,F11,Rejected,Postal Service,"(29, 1, 2011)",1296288000,,690.0,800.0,5.5,False,,American,"(30, 1, 2011)",1296374400,
1546,"University Of California, Berkeley (UCB)",Integrative Biology,PhD,F11,Rejected,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(30, 1, 2011)",1296374400,was contacted by my professor of interest to tell me that the IB program cannot support a project like mine because UCB is not giving them enough space to perform molecular biology as well.  i am soooooo sad.  :(
1547,University Of Michigan PIBS,PIBS,PhD,F11,Rejected,E-mail,"(23, 12, 2010)",1293091200,,,,,,,American,"(30, 1, 2011)",1296374400,
1548,Stanford Univ.,Government/Political Science,PhD,F11,Accepted,Phone,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,
1549,Cornell University,Communication,PhD,F11,,E-mail,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,Email from POI
1550,George Mason University,Applied Developmental Psychology,PhD,F11,Interview,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(30, 1, 2011)",1296374400,Interviews are the last week in February. Email said I was on a short list of qualified applicants and would receive a call from POI this week.
1551,University Of Illinois Chicago (UIC),Graduate Education In Medical Science (GEMS),PhD,F11,Accepted,E-mail,"(11, 1, 2011)",1294732800,,,,,,,American,"(30, 1, 2011)",1296374400,
1552,University Of South California,Materials Science,MS,F11,Accepted,Postal Service,"(10, 1, 2011)",1294646400,,,,,,,International,"(30, 1, 2011)",1296374400,
1553,Brown University,Biosciences (Neuroscience),PhD,F11,Wait listed,E-mail,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,Short email saying I was on the wait list and to respond if I wanted to remain an 'active' candidate.
1554,"University Of North Carolina, Chapel Hill (UNC)",Political Science,PhD,F11,Accepted,E-mail,"(28, 1, 2011)",1296201600,,,,,,,International,"(30, 1, 2011)",1296374400,
1555,University Of Edinburgh,Institute For Language,PhD,F11,Interview,E-mail,"(30, 1, 2011)",1296374400,3.88,700.0,780.0,5.5,False,,American,"(30, 1, 2011)",1296374400,Phone interview to focus on my background and my research proposal
1556,"University Of Texas, Austin (UT Austin)",Mechanical Engineering,PhD,F11,Rejected,Website,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,
1557,University Of Maryland (College Park),American Studies,PhD,F11,Rejected,E-mail,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,"Don't know what happen, maybe God has better plans for me. I had a solid application. Oh well. First rejection--I still have 7 more schools to hear from."
1558,University Of Iowa,Behavioral And Cognitive Neuroscience,PhD,F11,Interview,Phone,"(27, 1, 2011)",1296115200,,,,,,,American,"(30, 1, 2011)",1296374400,
1559,"University Of Washington, Seattle",Biostatistics,MS,F11,Accepted,E-mail,"(13, 1, 2011)",1294905600,3.6,630.0,780.0,4.0,False,,American,"(30, 1, 2011)",1296374400,full financial support thru ra/taship
1560,"University Of California, Berkeley (UCB)",Comparative Literature,PhD,F11,Accepted,E-mail,"(25, 1, 2011)",1295942400,,,,,,,American,"(30, 1, 2011)",1296374400,recommended for multi-year fellowship but won't find out for a few weeks.
1561,Michigan State University,Information Technology Management,PhD,F11,Interview,E-mail,"(29, 1, 2011)",1296288000,,,,,,,International with US Degree,"(30, 1, 2011)",1296374400,Got interview mail from their director and said that the interview will be host on next week.
1562,University Of Southern,Biosciences - Neuroscience,PhD,F11,Accepted,E-mail,"(15, 1, 2011)",1295078400,,,,,,,,"(30, 1, 2011)",1296374400,
1563,University Of Virginia (Charlottesville),Biosciences - Neuroscience,PhD,F11,Accepted,E-mail,"(10, 1, 2011)",1294646400,,,,,,,,"(30, 1, 2011)",1296374400,
1564,Yale University,Biosciences - Neuroscience,PhD,F11,Rejected,E-mail,"(18, 1, 2011)",1295337600,,,,,,,,"(30, 1, 2011)",1296374400,
1565,Princeton University,Behavioral And Cognitive Neuroscience,PhD,F11,Rejected,E-mail,"(18, 1, 2011)",1295337600,,,,,,,,"(30, 1, 2011)",1296374400,
1566,"University Of Michigan, Ann Arbor",Clinical Psychology,PhD,F11,Rejected,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(30, 1, 2011)",1296374400,
1567,"University Of Texas, Austin (UT Austin)",Biosciences - Neuroscience,PhD,F11,Interview,E-mail,"(27, 1, 2011)",1296115200,,,,,,,International,"(30, 1, 2011)",1296374400,Recruitment weekend invitation received after phone interview
1568,Carnegie Mellon University,Statistics,PhD,F11,Wait listed,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(30, 1, 2011)",1296374400,Currently on wait list for admission
1569,University Of Washington Seattle,Biostatistics,PhD,F11,Accepted,E-mail,"(24, 1, 2011)",1295856000,,,,,,,American,"(30, 1, 2011)",1296374400,With full funding 12 months a year up to five years
1570,UC Santa Barbara,Philosophy,PhD,F11,Accepted,Website,"(29, 1, 2011)",1296288000,,,,,,,American,"(30, 1, 2011)",1296374400,
1571,University Of Pittsburgh,Political Science,PhD,F11,Wait listed,Postal Service,"(25, 1, 2011)",1295942400,,,,,,,American,"(30, 1, 2011)",1296374400,
1572,"University Of Colorado, Boulder",Chemical And Biological Engineering,PhD,F11,Rejected,E-mail,"(27, 1, 2011)",1296115200,3.76,560.0,800.0,3.0,False,,International with US Degree,"(30, 1, 2011)",1296374400,GPA 3.76/4 GRE 800/560/3 Due to the high number of highly qualified candidate we were not able to offer you .....................
1573,"University Of Colorado, Boulder",Chemical And Biological Engineering,PhD,F11,Rejected,E-mail,"(27, 1, 2011)",1296115200,3.76,560.0,800.0,3.0,False,,International with US Degree,"(30, 1, 2011)",1296374400,Due to the high number of highly qualified candidate we were not able to offer you .....................
1574,Ohio State University (OSU),AED Economics,PhD,F11,Accepted,Postal Service,"(28, 1, 2011)",1296201600,,,,,,,American,"(30, 1, 2011)",1296374400,Waiting to hear about funding
1575,Rice Universiry,Biochemistry And Cell Biology,PhD,F11,Interview,E-mail,"(7, 1, 2011)",1294387200,,,,,,,International,"(30, 1, 2011)",1296374400,Interviewed by skype in Jan 29th
1576,University Of North Carolina Greensboro,Clinical Psychology,PhD,F11,Interview,Phone,"(29, 1, 2011)",1296288000,,,,,,,American,"(30, 1, 2011)",1296374400,Interview dates are 2/25 or 2/28
1577,University Of Chicago,Mathematics,PhD,F11,Accepted,E-mail,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,
1578,"University Of California, Santa Barbara (UCSB)",Materials Science & Engineering (MSE),PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,3.76,620.0,790.0,4.5,False,,American,"(30, 1, 2011)",1296374400,IMB student top Engineering school - research abroad 3.77 gpa
1579,"University Of Illinois, Urbana-Champaign",English,PhD,F11,Accepted,Postal Service,"(30, 1, 2011)",1296374400,,,,,,,American,"(30, 1, 2011)",1296374400,
1580,Texas A&M University,Industrial And Systems Engineering,PhD,F11,Accepted,Postal Service,"(28, 1, 2011)",1296201600,3.96,590.0,800.0,4.5,False,,American,"(30, 1, 2011)",1296374400,
1581,"University Of Colorado, Boulder",Atmospheric And Oceanic Sciences,PhD,F11,Accepted,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(30, 1, 2011)",1296374400,Information re: funding forthcoming.
1582,University Of Arizona,Department Of Earth And Planetary Science,PhD,F11,Accepted,E-mail,"(26, 1, 2011)",1296028800,3.98,560.0,710.0,5.0,False,,American,"(30, 1, 2011)",1296374400,Received email notification and phone calls from faculty advisor and current grad student the following day. 5 Years support and invited to open house Feb 28 - Mar 1.
1583,University Of Cincinnati,Pathobiology And Molecular Medicine,PhD,F11,Accepted,E-mail,"(6, 1, 2011)",1294300800,,,,,,,American,"(30, 1, 2011)",1296374400,
1584,Yeshiva University- Ferkauf,Clinical Psychology (with Health Emphasis),PhD,F11,Interview,E-mail,"(27, 1, 2011)",1296115200,,,,,,,American,"(29, 1, 2011)",1296288000,
1585,University Of Minnesota Twin Cities,Mass Communication,PhD,F11,Accepted,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(29, 1, 2011)",1296288000,
1586,Pennsylvania State University (Penn State),Astronomy,PhD,F11,Accepted,Phone,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,
1587,"University Of Wisconsin, Madison",Classics,PhD,F11,Accepted,E-mail,"(25, 1, 2011)",1295942400,3.6,800.0,660.0,4.0,False,,American,"(29, 1, 2011)",1296288000,A day later received an email saying I was nominated by the department for a fellowship; they say they'll inform me in late February of the winners.
1588,Southern Illinois University - Carbondale,Affect/Social Psychology,PhD,F11,Interview,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,Received an email from the prof of choice inviting me to set up a phone interview
1589,"University Of California, Santa Babara (UCSB)",Feminist Studies,PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,"Nominated for central fellowship, invited to recruiting weekend in March."
1590,Brown University,Pure Mathematics,PhD,F11,Accepted,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(29, 1, 2011)",1296288000,
1591,Princeton University,Pure Mathematics,PhD,F11,Rejected,E-mail,"(29, 1, 2011)",1296288000,,,,,,,International,"(29, 1, 2011)",1296288000,
1592,University Of North Carolina At Chapel Hill,Inorganic Chemistry,PhD,F11,Accepted,Phone,"(14, 1, 2011)",1294992000,,,,,,,,"(29, 1, 2011)",1296288000,
1593,University Of Pennsylvania (UPenn),Inorganic Chemistry,PhD,F11,Accepted,E-mail,"(24, 1, 2011)",1295856000,,,,,,,,"(29, 1, 2011)",1296288000,
1594,Northwestern University,Inorganic Chemistry,PhD,F11,Accepted,E-mail,"(19, 1, 2011)",1295424000,,,,,,,,"(29, 1, 2011)",1296288000,
1595,"University Of California, Berkeley (UCB)",Inorganic Chemistry,PhD,F11,Accepted,Phone,"(3, 1, 2011)",1294041600,,,,,,,,"(29, 1, 2011)",1296288000,
1596,"University Of Illinois, Urbana Champaign (UIUC)",Inorganic Chemistry,PhD,F11,Accepted,E-mail,"(7, 12, 2010)",1291708800,,,,,,,,"(29, 1, 2011)",1296288000,
1597,Texas A & M University (TAMU),Civil Engineering (Transportation),PhD,F11,Accepted,E-mail,"(20, 1, 2011)",1295510400,,,,,,,American,"(29, 1, 2011)",1296288000,"""Tentative"" admission, but got my official letter on the 27th. No word on funding yet.."
1598,University Of Chicago,Mathematics,PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,
1599,University Of Florida (Gainesville),Counseling Psychology,PhD,F11,Rejected,Postal Service,"(29, 1, 2011)",1296288000,3.86,660.0,540.0,5.0,False,,American,"(29, 1, 2011)",1296288000,"Out of 350-some applicants, I was not chosen to interview."
1600,"University Of Texas, Austin (UT Austin)",Operations Research / Industrial Engineering,PhD,F11,Accepted,E-mail,"(21, 1, 2011)",1295596800,3.96,590.0,800.0,4.5,False,,American,"(29, 1, 2011)",1296288000,
1601,University Of Chicago,Mathematics,PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,
1602,American University,Economics,PhD,F11,Accepted,Postal Service,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,tm: oyvey
1603,Rice Universiry,Civil & Environmental Engineering,PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,,,,,,,International,"(29, 1, 2011)",1296288000,One of my dream schools. Received an email from professor. Funding letter will be issued in early February.
1604,Ohio University,Experimental Psychology (Social),PhD,F11,Interview,Phone,"(29, 1, 2011)",1296288000,3.6,630.0,670.0,,False,,American,"(29, 1, 2011)",1296288000,called by Dr. Vess. Interview will be to work under Dr. Markman
1605,Ohio State University (OSU),Physical Chemistry,PhD,F11,Accepted,E-mail,"(27, 1, 2011)",1296115200,3.6,470.0,780.0,4.0,False,750.0,American,"(29, 1, 2011)",1296288000,
1606,Yale University,Linguistics,PhD,F11,Interview,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(29, 1, 2011)",1296288000,Invited to open house.
1607,"Indiana University, Bloomington",Cognitive Science,PhD,F11,Interview,Phone,"(12, 1, 2011)",1294819200,3.65,610.0,770.0,4.0,False,,American,"(29, 1, 2011)",1296288000,"Jan 12 Phone interview, Jan 25 Invited to IGERT Open House"
1608,Queen Mary University Of London,Digital Music,MS,F11,Accepted,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(29, 1, 2011)",1296288000,
1609,"University Of Minnesota, Twin Cities (UMN)",Statistics,PhD,F11,Wait listed,E-mail,"(21, 1, 2011)",1295596800,,,,,,,International,"(29, 1, 2011)",1296288000,Checked my spam...
1610,Stanford University,Computer-based Music Theory And Acoustics,PhD,F11,Wait listed,E-mail,"(29, 1, 2011)",1296288000,3.0,720.0,800.0,5.0,False,,International,"(29, 1, 2011)",1296288000,
1611,University Of Medicine And Dentistry (UMDNJ) - Newark,Biological & Biomedical Sciences,PhD,F11,Interview,E-mail,"(28, 1, 2011)",1296201600,3.2,560.0,660.0,3.0,False,,American,"(29, 1, 2011)",1296288000,"First interview notice; rejected from Columbia U.; other schools applied to are: Mt. Sinai, NYU Sackler, Albert Einstein, Weill Cornell"
1612,University Of Pennsylvania (UPenn),Linguistics,PhD,F11,Interview,Phone,"(27, 1, 2011)",1296115200,,,,,,,International,"(29, 1, 2011)",1296288000,Sucks. Expecting rejection
1613,SUNY Upstate Graduate School,Biological Sciences (Neuroscience),PhD,F11,Accepted,Postal Service,"(20, 1, 2011)",1295510400,,,,,,,American,"(29, 1, 2011)",1296288000,Generic phone interview prior to acceptance.
1614,Columbia University,Political Science (Comparative),PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,
1615,Columbia University,Pharmacology,PhD,F11,Rejected,E-mail,"(13, 1, 2011)",1294905600,3.2,560.0,660.0,,False,,American,"(29, 1, 2011)",1296288000,"This is the first rejection I've received so far; other schools applied to are: UMDNJ-Newark, Mt. Sinai School of Med, Weill Cornell, Albert Einstein, NYU Sackler"
1616,"University Of North Carolina, Chapel Hill (UNC)",Mass Communication,PhD,F11,Interview,E-mail,"(21, 1, 2011)",1295596800,,,,,,,American,"(29, 1, 2011)",1296288000,Notification of interview in February.
1617,Texas Tech University (TTU),Rhetoric And Technical Communication,PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,funding as Graduate Part-Time Instructor
1618,Indiana University Bloomington,Communication And Culture - Film And Media,PhD,F11,Accepted,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(29, 1, 2011)",1296288000,
1619,UW Madison,Spanish And Portuguese,PhD,F11,Interview,E-mail,"(29, 1, 2011)",1296288000,,,,,,,,"(29, 1, 2011)",1296288000,OMG!
1620,University Of Pennsylvania,Biosciences (Neuroscience),PhD,F11,Rejected,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(29, 1, 2011)",1296288000,
1621,Northwestern University,Interdisciplinary Ph.D. In Theatre And Drama (IPTD),PhD,F11,Rejected,E-mail,"(29, 1, 2011)",1296288000,,,,,,,American,"(29, 1, 2011)",1296288000,"*Sigh* Hopefully not the first of many...very nice personalized rejection email, so that was classy."
1622,Stanford University,Political Science (Comparative),PhD,F11,Accepted,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(29, 1, 2011)",1296288000,
1623,University Of Alabama - Birmingham,Medical Psychology,PhD,F11,Interview,E-mail,"(28, 1, 2011)",1296201600,,,,,,,American,"(29, 1, 2011)",1296288000,
1624,Purdue University -- West Lafayette,Civil Enginering - Structural,PhD,F11,Accepted,E-mail,"(24, 1, 2011)",1295856000,3.8,600.0,800.0,5.0,False,,American,"(29, 1, 2011)",1296288000,"EMail from department only, still waiting on Graduate School official letter - no mention of funding"
