,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1672,University Of Toronto,Biology (Ecology,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,3.38,750.0,730.0,6.0,False,,American,"(25, 2, 2011)",1298620800,Email from the Department.  So excited!  My first choice!
1673,Boston University,Physics,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,3.82,430.0,780.0,4.0,False,720.0,American,"(25, 2, 2011)",1298620800,
1674,University Of Southern California (USC),Film And Television MFA,MFA,F11,Accepted,Postal Service,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,No financial aid info yet...
1675,Columbia University,English Literature,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1676,"University If Wisconsin, Madison",Elec,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1677,Princeton University,Near Eastern Studies,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,460.0,800.0,3.5,False,,International,"(25, 2, 2011)",1298620800,
1678,"University of Texas, Austin (UT Austin)",History (Middle East),PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Not surprising, the fit was a bit of a stretch."
1679,University Of Pittsburgh,Department Of Communication,PhD,F11,Wait listed,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,not exited but good to hear after two 'no's
1680,"University Of Texas, Austin (UT Austin)",American History,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,,"(25, 2, 2011)",1298620800,Expected.  Thankfully I have other options.  Plus I don't look good in burnt orange.
1681,Catholic University University Of America,English,MS,F11,Wait listed,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"emailed dept head about funding, I am wait listed. notifications for funding are sent separately from acceptance. (Note: I am masters acceptance below this.)"
1682,New York University (NYU),European History,PhD,F11,Wait listed,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1683,Duke University Fuqua School Of Business,Decision Sciences,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,go to hell
1684,Seton Hall University,Counseling Psychology,PhD,F11,,Other,"(25, 2, 2011)",1298620800,,,,,,,,"(25, 2, 2011)",1298620800,To the applicant below - what is the interview date? Thanks!
1685,University Of Pennslyvania,Applied Math,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,My GREs were very low. Was expecting this anyway
1686,Yale University,Computer Science,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,3.95,690.0,790.0,5.0,False,,International,"(25, 2, 2011)",1298620800,"Thank you very much for applying to the Graduate School of Arts and Sciences at Yale University. I regret to inform you that we are unable to offer you admission. As you know, the very high number of extraordinary candidates among our 10,700 applicants far exceeds the number of places we have in each program, so we are not able to admit many excellent candidates.

Thomas D. Pollard
Dean GSAS"
1687,"Long Island University, CW Post",Clinical Psychology PsyD,Other,F11,Interview,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Interview March 7th.
1688,University Of Florida (UFL),Pharmaceutics,PhD,F11,Rejected,E-mail,"(21, 2, 2011)",1298275200,3.8,520.0,800.0,3.5,False,,International with US Degree,"(25, 2, 2011)",1298620800,1 opening among 116 applicants....I did not get in...
1689,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"So classless on the cc instead of bcc.  Everyone who was rejected, you should be getting an email from me. :)  Perhaps in the future Cornell will pay more attention to their correspondence."
1690,Pennsylvania State University (Penn State),Astronomy,PhD,S11,Rejected,Postal Service,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,
1691,"University Of Texas, Austin (UT Austin)",History,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1692,New York University (NYU),African History,PhD,F11,Wait listed,E-mail,"(25, 2, 2011)",1298620800,,,,,,,,"(25, 2, 2011)",1298620800,They said they would let me know by April 15th...
1693,"University Of Utah, Salt Lake City",Geology And Geophysics,PhD,F11,,Phone,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,"I called Judy Martinez, and she told me she had not received my application from the Graduate Admissions Office. I called her back after 5 minutes, and she told me she had called them that they were still evaluating my application and that it would be sent to the Department next week."
1694,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"As others have noted, the hundreds of recipients visible on the email negated any kindness afforded in the letter's wording. Not really thrilled, obviously."
1695,"Indiana University At Bloomington, Kelley School Of Business",Marketing (CB),PhD,F11,Interview,Phone,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,POI invited me out for flyout March 3-4 via phone.
1696,University Of Michigan - Ann Arbor,School Of Information,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1697,Yale University,Philosophy,PhD,F11,Accepted,E-mail,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,Thank you Keith DeRose you amazing man. Good luck to everyone else.
1698,Yale University,Applied Physics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,EE/Physics double major. PGre:990. cu*ulative Gpa:3.71 Phy Gpa:4.00. Relatively strong recos. One summer research in US and T.A at home university.
1699,Georgetown University,Philosophy,PhD,F11,Accepted,Phone,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Accepted but waitlisted for funding; call from Neil Lewis
1700,Yale University,Applied Physics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,never expected this..
1701,University Of North Carolina - Chapel Hill,History,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1702,Duke University,Economics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,bad~
1703,University Of Colorado - Boulder,Physics,PhD,F11,Accepted,E-mail,"(18, 2, 2011)",1298016000,3.94,660.0,800.0,4.0,False,950.0,American,"(25, 2, 2011)",1298620800,
1704,"University Of Cambridge, Judge Business School",International Science And Technology Policy,MS,F11,Accepted,Postal Service,"(11, 2, 2011)",1297411200,3.84,650.0,790.0,4.5,False,,American,"(25, 2, 2011)",1298620800,No funding
1705,Cornell University,Aerospace Engineering,PhD,F11,Accepted,E-mail,"(8, 2, 2011)",1297152000,3.84,650.0,790.0,4.5,False,,American,"(25, 2, 2011)",1298620800,Full funding
1706,University Of Michigan (Ann Arbor),Aerospace Engineering (AE),PhD,F11,Accepted,E-mail,"(22, 2, 2011)",1298361600,3.84,650.0,790.0,4.5,False,,American,"(25, 2, 2011)",1298620800,Full funding
1707,George Washington University,Museum Studies,MS,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1708,"University Of Texas, Austin (UT Austin)",English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Got into a better program anyway!
1709,Duke University,Economics,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,Rejected!!!!!! I'm Sad
1710,"University Of California, Davis (UCD)",Agricultural & Resource Economics (ARE),PhD,F11,Accepted,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(25, 2, 2011)",1298620800,
1711,Duke Univesity,Literature,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"solicited email from hayles; made first cut apparently, hence, delayed rejection"
1712,University of Pennsylvania (UPenn),Econ,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1713,"University Of Oregon, Eugene",Economics,PhD,F11,Accepted,E-mail,"(26, 1, 2011)",1296028800,,,,,,,American,"(25, 2, 2011)",1298620800,
1714,Bowling Green State University,Communication,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1715,Duke University,Economics,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1716,Stanford University,Aero & Astro,MS,F11,Accepted,E-mail,"(14, 2, 2011)",1297670400,3.84,650.0,790.0,4.5,False,,American,"(25, 2, 2011)",1298620800,
1717,Rice University,Economics,PhD,F11,Accepted,E-mail,"(11, 2, 2011)",1297411200,,,,,,,American,"(25, 2, 2011)",1298620800,
1718,"Long Island University, Brooklyn Campus",Communication Sciences And Disorders/Speech Pathology,MS,F11,Interview,Postal Service,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,
1719,Cornell University,Applied Physics,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,EE/Physics double major. PGre:990. cu*ulative Gpa:3.71 Phy Gpa:4.00. Relatively strong recos. One summer research in US and T.A at home university.
1720,The George Washington University,Master In Public Policy (MPP),MS,F11,Accepted,Phone,"(31, 1, 2011)",1296460800,,,,,,,American,"(25, 2, 2011)",1298620800,
1721,Yale University,Clinical Psychology,PhD,F11,Rejected,Website,"(24, 2, 2011)",1298534400,,,,,,,,"(25, 2, 2011)",1298620800,
1722,"University Of Texas, Austin (UT Austin)",Latin American History,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,Bummer
1723,University Of Notre Dame,Mathematics,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,,"(25, 2, 2011)",1298620800,
1724,University Of Oregon,Philosophy,MS,F11,Accepted,E-mail,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,
1725,Yale University,Department Of Statistics,PhD,F11,Wait listed,Website,"(15, 2, 2011)",1297756800,,,,,,,International,"(25, 2, 2011)",1298620800,To the accepted guys.. R U Joining??? Plz inform.. its very crucial for me..
1726,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,"Grad coordinator never heard of bcc i guess...They CC'ed all the rejections on the same message so all the emails are visible!! Tempted to ""reply-all"" a message of condolence.."
1727,Duke University,Economics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,
1728,University Of Missouri - Columbia,English (Literature),PhD,F11,Wait listed,E-mail,"(25, 2, 2011)",1298620800,3.76,580.0,650.0,6.0,False,650.0,American,"(25, 2, 2011)",1298620800,"""We were not able to admit you immediately, but the committee was very impressed with your application and it is quite possible that we might be able to soon.""  No word on numbers.  I've been accepted/ waitlisted to better programs and will likely turn down any offer."
1729,"University Of Michigan, Ann Arbor",Asian Languages & Cultures,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Not a great fit, anyway."
1730,"University Of Texas, Austin (UT Austin)",Religious Studies,PhD,F11,Wait listed,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Although wait listed, very excited nonetheless."
1731,Illinois State University,English (Rhetoric And Writing),PhD,F11,Accepted,Website,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,no word on funding yet.
1732,University Of California - Riverside,Environmental Science,MS,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,That was...unexpected.
1733,"University Of Texas, Austin (UT Austin)",Religion Religious Studies,PhD,F11,Wait listed,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Hoping somebody turns their chance here down.
1734,"University of Texas, Austin (UT Austin)",American History,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1735,University Of Edinburgh,American History,MS,F11,Accepted,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1736,University Of Washington - Seattle (UW),Chemical Engineering,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,1st rejection...:(
1737,Duke University,Economics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,Expected somehow
1738,Georgetown University,Communication,MS,F11,Accepted,E-mail,"(24, 2, 2011)",1298534400,,630.0,790.0,,False,,International with US Degree,"(25, 2, 2011)",1298620800,Very excited. Still waiting to see if scholarship would be offered.
1739,"University Of Texas, Austin (UT Austin)",Modern European History,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Randomly check.
1740,The University Of Oregon,English,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"To give you a heads up, I talked to the school, and they said they're deciding who gets in today. Good luck to everyone!"
1741,University Of Rochester,Institute Of Optics,PhD,F11,Accepted,E-mail,"(23, 2, 2011)",1298448000,,,,,,,International,"(25, 2, 2011)",1298620800,Fellowship
1742,Purdue University,Electrical Eng.,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1743,"University Of Texas, Austin (UT Austin)",English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,3.89,630.0,740.0,5.0,False,690.0,American,"(25, 2, 2011)",1298620800,
1744,Purdue  University,ECE (Electrical And Computer Engineering),PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,3.85,310.0,800.0,3.0,False,,International,"(25, 2, 2011)",1298620800,Not expected.
1745,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,:(
1746,Johns Hopkins University (JHU),Biochemistry Cell And Molecular Biology (BCMB),PhD,F11,Accepted,Phone,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,Interview 2/18
1747,Marquette University,Systematic Theology,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1748,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,"Nice enough email, addresses of all rejects visible. Classy!"
1749,Northwestern University,Mathematics,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1750,Purdue University - West Lafayette,Visual Arts,MFA,F11,Rejected,Postal Service,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,wasn't really expecting this one... ouch
1751,University Of Toronto,Statistics,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1752,"University Of Oregon, Eugene",Philosophy,MS,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Didn't make the cut for the Phd, but was admitted to the Masters program."
1753,Cornell University,Near Eastern Studies,PhD,F11,Rejected,E-mail,"(12, 2, 2011)",1297497600,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,
1754,University Of Pennsylvania (UPenn),Economics,PhD,F11,Rejected,E-mail,"(24, 2, 2011)",1298534400,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,
1755,"University Of Wisconsin, Madison",Communicative Disorders / Speech Language Pathology,MS,F11,Accepted,Postal Service,"(25, 2, 2011)",1298620800,,,,,,,,"(25, 2, 2011)",1298620800,
1756,Cornell University,Creative Writing (Poetry),MFA,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1757,"University Of Wisconsin, Madison",Statistics,PhD,F11,Accepted,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,emailed to ask about funding...nope :o(
1758,Purdue University - West Lafayette,ECE (Electrical Engineering),MS,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,460.0,800.0,3.0,False,,International,"(25, 2, 2011)",1298620800,
1759,Johns Hopkins University(JHU),Near Eastern Studies Studies,PhD,F11,Wait listed,E-mail,"(10, 2, 2011)",1297324800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,On a very short list... will go for an interview in March.
1760,University Of Toronto,Strategic Management,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
1761,Cornell University,Creative Writing (Poetry),MFA,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Two rejections in one day. Woo.
1762,Boston University,Physics,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,EE/Physics double major. PGre:990.  cu*ulative Gpa:3.71 Phy Gpa:4.00. Relatively strong recos. One summer research in US and T.A at home university.
1763,Arizona State University (ASU),English (Literature),PhD,F11,Accepted,E-mail,"(22, 2, 2011)",1298361600,,,,,,,American,"(25, 2, 2011)",1298620800,Accepted via email/website. No word on funding.
1764,University Of Colorado - Boulder,Classics,MS,F11,Accepted,E-mail,"(22, 2, 2011)",1298361600,,,,,,,American,"(25, 2, 2011)",1298620800,
1765,Wayne State University,Communication Disorders / Speech-Language Pathology,MS,F11,,Other,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,to the person from wayne state: does the wsu website have an update of your acceptance? mine still says decision pending so i was just wondering if they actually update the website
1766,Stanford Univ.,Electrical Engineering,PhD,F11,Accepted,E-mail,"(16, 2, 2011)",1297843200,,,,,,,International,"(25, 2, 2011)",1298620800,Awarded a one-year departmental fellowship.
1767,Duke University,Economics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1768,North Carolina State University,Mechanical Engineering,PhD,F11,Accepted,Website,"(24, 2, 2011)",1298534400,,540.0,780.0,3.0,False,,International,"(25, 2, 2011)",1298620800,Assistantship: None Available
1769,Purdue  University,ECE (Electrical And Computer Engineering),PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1770,Yale University,Computer Scicence,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1771,University Of Hawaii - Manoa,Philosophy,PhD,F11,Rejected,Postal Service,"(20, 2, 2011)",1298188800,,,,,,,American,"(25, 2, 2011)",1298620800,
1772,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,One of my top choices. Great emails from people there. Kind of bummed.
1773,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,It was a very long shot anyway.
1774,"University Of Texas, Austin (UT Austin)",English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,3.9,770.0,790.0,6.0,False,690.0,American,"(25, 2, 2011)",1298620800,
1775,"University Of Oregon, Eugene",English,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"It's never fun to get a rejection, but I'm okay with it because I already have an offer from one of my top choices and a higher ranked school. I think a lot of it boils down to fit!"
1776,Cornell University,Applied Economics & Management,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,
1777,University Of Pittsburgh,Linguistics,MS,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Sent an email asking for an update and 30 minutes later I got one! Not what I was hoping for, but nice to have an emailed answered for once."
1778,Indiana University Bloomington,Political Science,PhD,F11,Rejected,Phone,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Called Sharon, she was really nice and told she just got the list (implying this morning). Rejection E-mails to follow soon."
1779,Cornell University,English And Creative Writing PHD/MFA,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1780,University Of Minnesota (UMN),Urban And Regional Planning,MS,F11,Accepted,E-mail,"(24, 2, 2011)",1298534400,,,,,,,,"(25, 2, 2011)",1298620800,
1781,Boston University School Of Medicine,Mental Health Counseling And Behavioral Medicine Program,MS,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Woooo!!!!
1782,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Pleasant, but standard email. Liked the campus and the town when I went for a visit, but really the ""fit"" just wasn't there as much as with other programs. Good luck to everyone else!"
1783,Cornell University,Applied Economics And Management (AEM),PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,
1784,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,,"(25, 2, 2011)",1298620800,Fine by me--I have a couple of amazing offers already. Congratulations to everyone who got in!
1785,Cornell University,English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"was one of my top choices so this one sort of sucks, but i knew it was coming. way to go with not using the bcc function cornell, i can see the email addresses of every single english reject. stupid."
1786,University Of Chicago,Comparative Human Development,PhD,F11,Wait listed,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Email from POI saying that I am at the top of the waitlist.  She told me that official notification should come on March 1st, but I'm not sure if that applies for all applicants, just those wait-listed, or what.  She also said that CHD was forced to admit fewer applicants than usual due to tough financial times.  Good luck to all applicants!  If you were admitted and have no intention of going, please decline your offer as soon as possible :)"
1787,University Of Chicago,Social Service Administration,MS,F11,Accepted,Postal Service,"(25, 2, 2011)",1298620800,3.53,670.0,710.0,4.0,False,,American,"(25, 2, 2011)",1298620800,"$18,000 scholarship"
1788,University Of Michigan,Social Work And Sociology,PhD,F11,Rejected,Phone,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"I finally cracked and called the office, who said that the last of the letters were mailed out today, Feb. 25th.  Good luck to all the applicants!"
1789,Princeton University,East Asian Studies,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,
1790,Brown University Graduate School,Creative Writing (fiction),MFA,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1791,University Of Kentucky Patterson School Of Diplomacy And International Commerce,Diplomacy And International Commerce,MS,F11,Accepted,E-mail,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,"I was contacted by the director of the program via email yesterday (2/24) to let me know my admit letter was in the mail, and to ask about my interest in fellowships. Then, this morning, the admit letter was in my email!"
1792,"University Of Texas, Austin (UT Austin)",English,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1793,Duke University,Economics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,
1794,Duke University,Economics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,Email to check website as well. Sad.
1795,Duke University,Economics,PhD,,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International with US Degree,"(25, 2, 2011)",1298620800,ouch - it was kind of a safety school...
1796,Duke University,Economics,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,email to check website
1797,Yale University,Government Political Science,PhD,F11,,Postal Service,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"The financial aid offer arrived:  tuition plus health coverage, $26,500 for five years--Teaching in years 3 and 4;  otherwise a fellowship.  Grateful and pleased."
1798,University Of South Florida,Communication Disorders / Speech Pathology,MS,F11,Accepted,E-mail,"(24, 2, 2011)",1298534400,,,,,,,American,"(25, 2, 2011)",1298620800,
1799,Carnegie Mellon University (CMU),Physics,PhD,F11,Wait listed,E-mail,"(24, 2, 2011)",1298534400,,,,,,,International,"(25, 2, 2011)",1298620800,
1800,Ohio University,European History,MS,F11,Accepted,Phone,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1801,Clark University,Holocaust And Genocide Studies,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Oh well. Helps my decision making a lot.
1802,"University Of Wisconsin, Madison",Music History,MS,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"Email from School of Music. ""Official"" letter from Graduate School to come soon."
1803,Johns Hopkins University (JHU),Chemical Engineering,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1804,Harvard University Graduate School Of Arts And Sciences,Organismal And Evolutionary Biology (OEB),PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,3.38,750.0,730.0,6.0,False,,American,"(25, 2, 2011)",1298620800,"E-mail from potential PI.  Unexpected and a bummer, but apparently they could only let in about half what they wanted to this year for funding reasons."
1805,University Of Chicago,Committee On Evolutionary Biology,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,
1806,Cornell University,Astronomy & Space Sciences,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,"1st author publication, good recs, great research. Bombed my PGRE so that is probably why, but i guess I'll jump the bandwagon like those below me. Denied!"
1807,University Of Notre Dame,Philosophy,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,"0/5, not like this..."
1808,Northwestern University Kellogg School Of Management,Marketing (CB),PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Relieved. Applied for prestige but there were many reasons why I would not want to attend.
1809,Yale University,Computer Science,MS,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,800.0,520.0,4.5,False,,International,"(25, 2, 2011)",1298620800,
1810,University Of Notre Dame,Sociology,PhD,F11,Accepted,Phone,"(25, 2, 2011)",1298620800,,,,,,,American,"(25, 2, 2011)",1298620800,Sociology of religion at Notre Dame! Can't wait to go visit.
1811,Pennsylvania State University (Penn State),Chemical Engineenring,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,,,,,,,International,"(25, 2, 2011)",1298620800,
